,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,label
3259,2,0.695,0.54,0.195,1.6909999999999998,0.768,0.363,0.4755,a
3260,1,0.72,0.565,0.18,1.719,0.8465,0.40700000000000003,0.3875,a
3261,1,0.72,0.55,0.18,1.52,0.637,0.325,0.435,a
3262,2,0.735,0.57,0.21,2.2355,1.1705,0.46299999999999997,0.5315,a
3263,2,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,a
3264,3,0.335,0.26,0.09,0.1965,0.0875,0.040999999999999995,0.055999999999999994,a
3265,3,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,a
3266,3,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.07200000000000001,a
3267,3,0.4,0.315,0.09,0.3245,0.151,0.073,0.08800000000000001,a
3268,3,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,a
3269,3,0.435,0.335,0.095,0.298,0.109,0.057999999999999996,0.115,a
3270,3,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,a
3271,3,0.46,0.36,0.14,0.447,0.161,0.087,0.16,a
3272,1,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,a
3273,3,0.47,0.385,0.13,0.5870000000000001,0.264,0.11699999999999999,0.174,a
3274,3,0.475,0.375,0.11,0.494,0.21100000000000002,0.109,0.1545,a
3275,3,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,a
3276,3,0.5,0.39,0.13,0.5075,0.2115,0.10400000000000001,0.1755,a
3277,3,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,a
3278,3,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,a
3279,3,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,a
3280,2,0.505,0.365,0.115,0.521,0.25,0.096,0.15,a
3281,3,0.51,0.4,0.145,0.5775,0.231,0.14300000000000002,0.177,a
3282,3,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,a
3283,3,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,a
3284,2,0.52,0.465,0.15,0.9505,0.456,0.19899999999999998,0.255,a
3285,3,0.53,0.38,0.125,0.616,0.292,0.113,0.185,a
3286,2,0.53,0.405,0.15,0.8315,0.35200000000000004,0.187,0.2525,a
3287,1,0.535,0.445,0.125,0.8725,0.41700000000000004,0.19899999999999998,0.24,a
3288,3,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.24600000000000002,a
3289,3,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,a
3290,3,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,a
3291,3,0.545,0.43,0.15,0.742,0.3525,0.158,0.20800000000000002,a
3292,3,0.55,0.435,0.165,0.804,0.34,0.19399999999999998,0.244,a
3293,3,0.55,0.425,0.13,0.664,0.2695,0.163,0.21,a
3294,1,0.55,0.435,0.14,0.745,0.34700000000000003,0.174,0.2265,a
3295,3,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,a
3296,3,0.56,0.435,0.13,0.777,0.354,0.17300000000000001,0.222,a
3297,1,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,a
3298,3,0.575,0.455,0.16,0.9895,0.495,0.195,0.24600000000000002,a
3299,2,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,a
3300,2,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,a
3301,2,0.58,0.46,0.15,1.0490000000000002,0.5205,0.1935,0.305,a
3302,1,0.58,0.45,0.17,0.9705,0.4615,0.23199999999999998,0.248,a
3303,1,0.58,0.45,0.15,0.92,0.39299999999999996,0.212,0.2895,a
3304,2,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,a
3305,1,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,a
3306,3,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,a
3307,2,0.59,0.5,0.15,1.1420000000000001,0.485,0.265,0.345,a
3308,3,0.59,0.46,0.125,0.755,0.33399999999999996,0.15,0.23800000000000002,a
3309,3,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,a
3310,2,0.595,0.47,0.155,1.2015,0.49200000000000005,0.3865,0.265,a
3311,2,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,a
3312,3,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,a
3313,1,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,a
3314,2,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,a
3315,1,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,a
3316,2,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,a
3317,2,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,a
3318,3,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,a
3319,3,0.61,0.425,0.155,1.0485,0.507,0.1955,0.27399999999999997,a
3320,2,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,a
3321,3,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,a
3322,1,0.615,0.475,0.175,1.194,0.5589999999999999,0.259,0.3165,a
3323,1,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,a
3324,2,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,a
3325,1,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,a
3326,1,0.62,0.475,0.15,0.9545,0.455,0.1865,0.27699999999999997,a
3327,2,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,a
3328,2,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,a
3329,2,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,a
3330,1,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,a
3331,1,0.625,0.49,0.145,0.92,0.43700000000000006,0.1735,0.28,a
3332,2,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,a
3333,1,0.63,0.48,0.165,1.2615,0.5505,0.27699999999999997,0.3885,a
3334,2,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,a
3335,1,0.63,0.485,0.185,1.167,0.5479999999999999,0.2485,0.34,a
3336,2,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,a
3337,1,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,a
3338,2,0.635,0.52,0.175,1.2919999999999998,0.6,0.26899999999999996,0.36700000000000005,a
3339,2,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,a
3340,1,0.635,0.5,0.19,1.29,0.593,0.3045,0.35200000000000004,a
3341,2,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,a
3342,2,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,a
3343,2,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,a
3344,1,0.645,0.52,0.17,1.197,0.526,0.2925,0.317,a
3345,1,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,a
3346,1,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,a
3347,1,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,a
3348,3,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,a
3349,2,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,a
3350,2,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,a
3351,2,0.67,0.54,0.175,1.482,0.7390000000000001,0.2925,0.365,a
3352,2,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,a
3353,2,0.685,0.505,0.19,1.5330000000000001,0.667,0.4055,0.41,a
3354,2,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,a
3355,3,0.43,0.345,0.115,0.4295,0.212,0.10800000000000001,0.109,a
3356,2,0.485,0.365,0.155,1.0290000000000001,0.4235,0.2285,0.313,a
3357,2,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,a
3358,3,0.5,0.37,0.115,0.5745,0.306,0.11199999999999999,0.141,a
3359,1,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,a
3360,1,0.51,0.37,0.21,1.183,0.508,0.292,0.34299999999999997,a
3361,1,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,a
3362,1,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,a
3363,3,0.535,0.4,0.135,0.775,0.368,0.20800000000000002,0.2055,a
3364,2,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,a
3365,2,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,a
3366,2,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,a
3367,1,0.59,0.44,0.14,1.0070000000000001,0.4775,0.2105,0.2925,a
3368,2,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,a
3369,3,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,a
3370,1,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,a
3371,2,0.61,0.475,0.175,1.024,0.409,0.261,0.322,a
3372,2,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,a
3373,1,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,a
3374,1,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,a
3375,1,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,a
3376,1,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,a
3377,2,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,a
3378,2,0.64,0.495,0.165,1.307,0.6779999999999999,0.292,0.266,a
3379,2,0.645,0.505,0.185,1.463,0.5920000000000001,0.3905,0.41600000000000004,a
3380,1,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,a
3381,1,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,a
3382,2,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,a
3383,3,0.375,0.285,0.09,0.237,0.106,0.0395,0.08,a
3384,3,0.39,0.3,0.1,0.2665,0.1105,0.059000000000000004,0.084,a
3385,3,0.39,0.28,0.09,0.215,0.0845,0.034,0.079,a
3386,3,0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,a
3387,3,0.435,0.325,0.105,0.335,0.136,0.065,0.115,a
3388,3,0.44,0.32,0.105,0.3875,0.1755,0.07400000000000001,0.12,a
3389,3,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,a
3390,3,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,a
3391,3,0.455,0.355,0.105,0.37200000000000005,0.138,0.0765,0.135,a
3392,3,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,a
3393,3,0.47,0.375,0.125,0.5225,0.2265,0.10400000000000001,0.162,a
3394,3,0.475,0.375,0.11,0.456,0.182,0.099,0.16,a
3395,3,0.495,0.33,0.1,0.44,0.177,0.095,0.15,a
3396,3,0.495,0.375,0.115,0.507,0.24100000000000002,0.10300000000000001,0.15,a
3397,3,0.5,0.38,0.135,0.5285,0.226,0.12300000000000001,0.209,a
3398,3,0.515,0.385,0.125,0.5720000000000001,0.237,0.1435,0.165,a
3399,3,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,a
3400,3,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.18600000000000003,a
3401,3,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,a
3402,3,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,a
3403,2,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,a
3404,2,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,a
3405,3,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,a
3406,3,0.55,0.445,0.145,0.7829999999999999,0.3045,0.157,0.265,a
3407,2,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,a
3408,3,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,a
3409,2,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,a
3410,1,0.57,0.47,0.14,0.871,0.385,0.21100000000000002,0.2315,a
3411,2,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,a
3412,3,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,a
3413,2,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,a
3414,3,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,a
3415,1,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,a
3416,2,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,a
3417,2,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,a
3418,3,0.59,0.47,0.145,0.9740000000000001,0.45299999999999996,0.23600000000000002,0.289,a
3419,2,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,a
3420,2,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,a
3421,1,0.595,0.46,0.16,0.9209999999999999,0.4005,0.2025,0.2875,a
3422,1,0.6,0.45,0.14,0.8690000000000001,0.3425,0.195,0.29100000000000004,a
3423,1,0.61,0.495,0.16,1.089,0.469,0.198,0.384,a
3424,2,0.615,0.485,0.215,0.9615,0.42200000000000004,0.17600000000000002,0.29,a
3425,3,0.62,0.475,0.16,0.907,0.371,0.16699999999999998,0.3075,a
3426,1,0.625,0.515,0.155,1.1635,0.4875,0.259,0.355,a
3427,2,0.63,0.515,0.175,1.1955,0.49200000000000005,0.247,0.37,a
3428,2,0.63,0.495,0.18,1.31,0.495,0.295,0.4695,a
3429,1,0.635,0.505,0.165,1.251,0.5770000000000001,0.22699999999999998,0.3825,a
3430,1,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,a
3431,2,0.635,0.5,0.18,1.1540000000000001,0.4405,0.2315,0.387,a
3432,1,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,a
3433,1,0.64,0.5,0.15,1.2015,0.5589999999999999,0.231,0.3355,a
3434,2,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,a
3435,2,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,a
3436,1,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,a
3437,1,0.655,0.455,0.17,1.2895,0.5870000000000001,0.3165,0.3415,a
3438,1,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,a
3439,2,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,a
3440,2,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,a
3441,1,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,a
3442,1,0.68,0.56,0.195,1.6640000000000001,0.58,0.3855,0.545,a
3443,2,0.685,0.51,0.165,1.545,0.6859999999999999,0.3775,0.4055,a
3444,1,0.695,0.535,0.2,1.5855,0.667,0.33399999999999996,0.47100000000000003,a
3445,1,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,a
3446,1,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,a
3447,3,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,a
3448,3,0.425,0.31,0.095,0.3075,0.139,0.0745,0.09300000000000001,a
3449,3,0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,a
3450,2,0.455,0.35,0.11,0.45799999999999996,0.2,0.111,0.1305,a
3451,2,0.46,0.355,0.14,0.491,0.207,0.115,0.174,a
3452,2,0.495,0.38,0.12,0.474,0.19699999999999998,0.1065,0.1545,a
3453,2,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,a
3454,1,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,a
3455,2,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,a
3456,2,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,a
3457,1,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,a
3458,2,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,a
3459,1,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,a
3460,2,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,a
3461,2,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,a
3462,2,0.595,0.455,0.145,0.9420000000000001,0.43,0.182,0.27699999999999997,a
3463,2,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,a
3464,2,0.645,0.5,0.18,1.4609999999999999,0.5985,0.2425,0.439,a
3465,2,0.66,0.525,0.2,1.489,0.6065,0.3795,0.42100000000000004,a
3466,3,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,a
3467,3,0.38,0.29,0.085,0.2285,0.08800000000000001,0.0465,0.075,a
3468,3,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,a
3469,3,0.41,0.325,0.105,0.361,0.1605,0.0665,0.10300000000000001,a
3470,3,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,a
3471,3,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,a
3472,3,0.44,0.34,0.1,0.379,0.1725,0.0815,0.10099999999999999,a
3473,2,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,a
3474,1,0.47,0.36,0.1,0.4705,0.1635,0.08900000000000001,0.1385,a
3475,2,0.51,0.415,0.145,0.7509999999999999,0.3295,0.1835,0.203,a
3476,1,0.525,0.4,0.135,0.7140000000000001,0.318,0.138,0.20800000000000002,a
3477,1,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,a
3478,1,0.55,0.425,0.14,0.9520000000000001,0.4895,0.1945,0.2185,a
3479,2,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,a
3480,2,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,a
3481,1,0.575,0.45,0.135,0.8285,0.36200000000000004,0.1655,0.23600000000000002,a
3482,2,0.585,0.46,0.15,1.206,0.581,0.21600000000000003,0.32299999999999995,a
3483,2,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,a
3484,1,0.62,0.485,0.155,1.1945,0.5105,0.271,0.35200000000000004,a
3485,1,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,a
3486,1,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,a
3487,2,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,a
3488,2,0.675,0.505,0.16,1.5319999999999998,0.74,0.35700000000000004,0.3815,a
3489,1,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,a
3490,1,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,a
3491,2,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,a
3492,2,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,a
3493,2,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,a
3494,2,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,a
3495,2,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,a
3496,3,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,a
3497,1,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,a
3498,1,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,a
3499,1,0.47,0.375,0.105,0.513,0.23199999999999998,0.142,0.13,a
3500,2,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,a
3501,2,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,a
3502,2,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,a
3503,2,0.535,0.44,0.165,0.875,0.27899999999999997,0.18,0.3,a
3504,1,0.43,0.35,0.09,0.397,0.1575,0.08900000000000001,0.12,a
3505,2,0.55,0.435,0.11,0.8059999999999999,0.3415,0.203,0.215,a
3506,3,0.275,0.2,0.065,0.1165,0.0565,0.013000000000000001,0.035,a
3507,1,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,a
3508,1,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,a
3509,2,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,a
3510,1,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,a
3511,2,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,a
3512,3,0.51,0.405,0.12,0.61,0.22899999999999998,0.131,0.235,a
3513,2,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,a
3514,3,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,a
3515,1,0.37,0.295,0.1,0.2685,0.1165,0.055999999999999994,0.0835,a
3516,2,0.5,0.385,0.135,0.551,0.2245,0.0715,0.20600000000000002,a
3517,2,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,a
3518,2,0.565,0.44,0.115,0.9185,0.40399999999999997,0.1785,0.29,a
3519,1,0.59,0.415,0.15,0.8805,0.3645,0.23399999999999999,0.235,a
3520,1,0.51,0.385,0.135,0.632,0.282,0.145,0.17,a
3521,2,0.55,0.405,0.15,0.9235,0.41200000000000003,0.2135,0.24,a
3522,3,0.31,0.235,0.075,0.1515,0.055999999999999994,0.0315,0.05,a
3523,2,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,a
3524,1,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,a
3525,1,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,a
3526,2,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,a
3527,3,0.295,0.215,0.075,0.11599999999999999,0.037000000000000005,0.0295,0.04,a
3528,3,0.32,0.25,0.08,0.1565,0.057,0.034,0.06,a
3529,1,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,a
3530,1,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,a
3531,2,0.425,0.34,0.12,0.38799999999999996,0.149,0.087,0.125,a
3532,2,0.5,0.4,0.145,0.6025,0.21600000000000003,0.138,0.21,a
3533,2,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,a
3534,2,0.52,0.415,0.175,0.753,0.258,0.171,0.255,a
3535,3,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,a
3536,1,0.42,0.32,0.13,0.4135,0.1645,0.106,0.11900000000000001,a
3537,3,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,a
3538,2,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,a
3539,3,0.345,0.285,0.1,0.2225,0.0865,0.057999999999999996,0.075,a
3540,2,0.595,0.5,0.165,1.06,0.402,0.28,0.275,a
3541,1,0.435,0.35,0.125,0.45899999999999996,0.19699999999999998,0.1145,0.145,a
3542,3,0.455,0.375,0.125,0.5329999999999999,0.233,0.106,0.185,a
3543,1,0.435,0.35,0.105,0.4195,0.19399999999999998,0.1005,0.13,a
3544,2,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,a
3545,2,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,a
3546,1,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,a
3547,1,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,a
3548,2,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,a
3549,2,0.465,0.36,0.125,0.4365,0.16899999999999998,0.1075,0.145,a
3550,2,0.55,0.45,0.17,0.81,0.317,0.157,0.22,a
3551,1,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,a
3552,2,0.565,0.44,0.155,0.868,0.348,0.217,0.26,a
3553,2,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,a
3554,1,0.495,0.375,0.15,0.597,0.2615,0.135,0.17800000000000002,a
3555,1,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,a
3556,3,0.41,0.3,0.115,0.2595,0.09699999999999999,0.0515,0.08,a
3557,1,0.45,0.325,0.135,0.43799999999999994,0.1805,0.1165,0.11,a
3558,3,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,a
3559,2,0.4,0.31,0.11,0.314,0.138,0.057,0.1,a
3560,3,0.45,0.355,0.115,0.4385,0.184,0.10800000000000001,0.1125,a
3561,2,0.35,0.26,0.09,0.195,0.0745,0.040999999999999995,0.0655,a
3562,2,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,a
3563,3,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,a
3564,2,0.345,0.265,0.09,0.163,0.0615,0.037000000000000005,0.0485,a
3565,1,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,a
3566,1,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,a
3567,1,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,a
3568,3,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,a
3569,1,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,a
3570,2,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.10400000000000001,a
3571,3,0.47,0.375,0.105,0.46799999999999997,0.1665,0.10800000000000001,0.17,a
3572,3,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,a
3573,3,0.475,0.365,0.14,0.4545,0.171,0.11800000000000001,0.158,a
3574,1,0.455,0.36,0.11,0.4385,0.20600000000000002,0.098,0.125,a
3575,3,0.435,0.34,0.11,0.40700000000000003,0.1685,0.073,0.13,a
3576,3,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,a
3577,2,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,a
3578,2,0.41,0.3,0.1,0.301,0.124,0.069,0.09,a
3579,3,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,a
3580,2,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,a
3581,3,0.44,0.31,0.115,0.3625,0.134,0.08199999999999999,0.12,a
3582,2,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,a
3583,1,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,a
3584,1,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,a
3585,2,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,a
3586,3,0.295,0.21,0.08,0.1,0.038,0.026000000000000002,0.031,a
3587,1,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,a
3588,2,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,a
3589,2,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,a
3590,2,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,a
3591,1,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,a
3592,2,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,a
3593,3,0.35,0.265,0.11,0.209,0.066,0.059000000000000004,0.075,a
3594,2,0.37,0.28,0.105,0.22399999999999998,0.0815,0.0575,0.075,a
3595,3,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,a
3596,3,0.35,0.28,0.075,0.196,0.08199999999999999,0.04,0.064,a
3597,3,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,a
3598,3,0.395,0.31,0.095,0.313,0.131,0.07200000000000001,0.09300000000000001,a
3599,3,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,a
3600,3,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,a
3601,2,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,a
3602,1,0.49,0.37,0.105,0.5265,0.249,0.1005,0.14800000000000002,a
3603,1,0.56,0.465,0.16,1.0315,0.43200000000000005,0.2025,0.337,a
3604,2,0.56,0.45,0.14,0.9,0.47200000000000003,0.182,0.218,a
3605,2,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,a
3606,1,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,a
3607,2,0.59,0.47,0.135,1.1685,0.539,0.27899999999999997,0.28,a
3608,1,0.595,0.475,0.165,1.148,0.444,0.214,0.37,a
3609,2,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,a
3610,2,0.61,0.47,0.155,1.0325,0.49700000000000005,0.2175,0.2785,a
3611,1,0.63,0.475,0.15,1.172,0.536,0.254,0.316,a
3612,2,0.64,0.51,0.17,1.3715,0.5670000000000001,0.307,0.409,a
3613,1,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,a
3614,3,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,a
3615,3,0.395,0.3,0.09,0.27899999999999997,0.134,0.049,0.075,a
3616,3,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,a
3617,3,0.465,0.37,0.1,0.5055,0.23399999999999999,0.11,0.14,a
